nm_item,nm_product
ESPRESSO LUNGO 90ML,padaria e confeitaria fresca
MAC INST YOLLE 63G  GALINHA/CAIPIR,macarrao
DESOD AER REXONA CLINICAL FEM 91G  CLASS,desodorante
PIMENTAO VDE KG BDJ,pimentao
REFRESCO EM PO TRINK 15G LIMONAD SUICA,preparo para suco
AGUA CRYSTAL SAB LIM 510ML,agua
REPOLHO ROXO LIMPO               KG,repolho
COLOMBA BAUDUCCO TRUFA 650G,panificacao pascoa
CROUTON NATURAL MEMBERS MARK 500G,aperitivo
VINAGRE ALCOOL TOSCANO COLORIDO 750ML,vinagre
VINHO NAC QUINTA MORGADO TTO 750ML,vinho nacional
SAB BARRA LUX 85G LAVANDA,sabonete
"SORVETE NOBRELLI 1,3L NATA/CHOC",sorvete
LIMPADOR BRILUX M.USO LAVANDA 500ML,multiuso
FEIJAO FRADINHO CAMPO BELO 500G,feijao
CHOC MILKA IMP HAZELNUT BR 100G,chocolate
TILAPIA FCA INT FRESCA KG,peixe
SALG.MILHO CHEETOS 41G MIX QJO PCT,petisco e salgadinho congelado
"BISC POLVILHO CRAC 90G, DOCE",biscoito
PALHA ACO ATLAS MED N.1 25G,palha de aco
NINHO LEPO FORT 750GR,macarrao
AZEITONA PTA VALE FERTIL FATIADA 160G,azeitona
BEBIDA MISTA GUARAMIX COPO 290ML,cha pronto
FAROFA PRONTA SABOR DO BRASIL TRAD 500G,farofa pronta
LARANJA PERA PC 3KG,laranja
IOG GR PESS BATAVO 100G,iogurte
MAIONESE DAJUDA SC 200G,maionese
REFRIG H2OH PET 1 5L  CITRUS,refrigerante
SAB CREM DOVE BCO C6 90G,sabonete
ALV S/CLORO G SOL ROSA 2L,alvejante
BURRATA BUFALA B-DESTINO 200G IMERSA,queijo
MOCOTO BOV CONG FAT Kg,carne bovina
CB FEIJAO 1KG,cesta basica
BALA GELAT CARREFOUR MINHOCA CITRICA 90G,bala
SOBREM FLAN ITAMBE 400G LV PG- CARAMELO,sobremesa pronta resfriada
REQUEIJAO CREM TIROLEZ 200G TRAD,requeijao
PILHA RAYOVAC AA8 C/8 LV PG- 10844,pilha
LIMP DESENGORDURANTE CIF DOYP 450ML,desengordurante
MASSA SMLA ESPAGUETE 500G,macarrao
REST-CHOPP 300ML ESCURO,cerveja
"CHOC KIT KAT MINI MOM 34,6G CARAMEL",chocolate
CAPSULA 3CORACOES TRES 75/110G  CAPPUCC,cafe
BISC PETYAN POPULAR DOCE 750G,biscoito
REFRIG GUARANA 2L PET ANTARC SODA,refrigerante
FARINHA MILHO VERANITA 500G,farinha de milho
OREGANO HIKARI 8G,oregano
MELANCIA BABY CORTE              KG,melancia
PEPINO ANITA VD 1.8KG,vegetal em conserva
LAVA LOUCA AQUAFAST 1L CLEAR NATURAL,detergente
QA PEPINO JAPON 500G,pepino
SALG YOKITOS 54G CONCHA PRESUNTO,aperitivo
CHOC LACTA AO LEITE PT 34g,chocolate
KETCHUP HELLMANNS TRADICIONAL    FR 380G,ketchup
ATUM GOMES COSTA RALADO NATURAL 170G,proteina em conserva
PASSATA ITL TRADICIONAL CIRIO 700G,molho de tomate
SALGAD TIRA TEIMA JR PIZZA 45G,aperitivo
DESODOR. HARPIC PAST.AD.2X1 PIN.CT   3UN,pedra sanitaria
S BONDER FLEX GEL 3G 3G,cola
GELEIA PIMENTA VERME VERMEL 320G,geleia
ESP BARB ABOVE 200ml,espuma ou gel de barbear
CAPPUCCINO CLAS 3 CORACOES PT 200g,preparo cappuccino
SH DOVE 200ML RECONSTRUCAO COMPLETA,shampoo
LAVA ROUPA LIQ BRINORT CLEAN BLUE 2L,lava roupas
MASSA FETTUCIN PERDIGAO M PERU/BROCO,macarrao
TOMATE SALADA KG,tomate
CHOCOWHEYFER BAUNILHA MAIS MU 25G,barra alimentar
XAROPE BRONQUIVITA C/150ML VITALAB,outro farma
BEB VEGET VEGPROTEIN 14 VIDA VEG 250G PA,iogurte
CERVEJA BRAHMA 300ML GARRAFA RETORN,cerveja
"LIMP YPE PERF FC 2L, JARD SECRET, .",multiuso
DESOD AER REXONA 90G BAMBOO,desodorante
CHOCOLATE CLASSIC 25G,chocolate
V QULINA CAMER VAR TINTO 750ML,vinho importado
"SORV MOUSSE MARACUJA  KIBON 1,3L",sorvete
MASSA RENATA C/OV LINGUINE 500g,macarrao
BOLINHO BAUDUC 40G CHOC/BAUN,padaria e confeitaria industrializado
DESOD REXONA AE 200ML FEM COTTON,desodorante
CONF CHOC GRANULADO DR OETKER 130G,cobertura pronta
PALMITO PUPUNHA LAMINAS COOP 270G,palmito
LA ACO BOMBRIL C/8 10 DESC UN,palha de aco
HEINEKEN ZR LN 330ML,cerveja
PONTA AGULHA COSTELA SUINA KG,carne suina
FLOCOS MILHO VITAMIL  500G,floco de milho
FATIA HUNGARA,padaria e confeitaria fresca
BESEROL C/12 COMPRIMIDOS DAUDT,outro farma
INSET SBP AE 360ML ECONOMICA S/CHEIRO,inseticida
IOG LIQ NESFIT AMEIXA 170G,iogurte
PEITO PERU SADIA SOLTISSIMO FAT 200g,outro embutido
CHOC DIPLOMATA NESTLE,chocolate
PAO MEL PANCO 500G,outro doce
"BISC RECH BAUDUCCO, 104G CHOCOLATE",biscoito
FAROFA PRON DALENA 250G MAND TRAD,farofa pronta
BISCOIT WAFER DOCE DE LEITE ISABELA 100G,biscoito
ARROZ INTEGRAL CAMIL 1KG,arroz
CHOC.KITKAT 87G C/3 COELHO,coelho de chocolate
REF PEPSI COLA ZERO 6X2L,refrigerante
SALSINHA JS HIDROPONICA UN,salsa
BISC POLVILHO BISCOITONE 100G ARGOL SALG,biscoito
SOBR CREM CHOC BCO DANETTE 360G,iogurte
AVE BRISCKER REZENDE KG,carne de ave sazonal
PLUGUE TRAMONTINA MACH 2P T 10A 250V BCO,plug de tomada
"COGUMELO HOCHIBRA 200G, PARIS FAT",cogumelo
SABON PALM 85GR JASMIN,sabonete
ESPONJA LIMP EXTREMA SCOTCH-BRITE L4P3,esponja
TQ PAO FORMA 100 INTEGRAL 400G,padaria e confeitaria industrializado
"MOLHO ALHO 150ML, CHINEZINHO",outro molho
QUEIJO PARMESAO RALADO CRFO 100 G,queijo
BISC ORIG CLUB SOCIAL 144G,biscoito
LING FRANG C BACON NABRASA PERDIGAO 600G,linguica
CAFE DOLCE GUSTO CAPUCC CAPS C/16 188G,cafe
"FILTRADO DEL SOLE VD 660ML, BC, .",espumante
ATUM SOLIDO GDC 170G   NATURAL,proteina em conserva
LING PERNIL SEARA           KG,linguica
PIPOCA POP UP BEL CARAMELO 50G,pipoca pronta
FRANGO ASSA FACIL INTEIRO SEARA KG,carne de ave
CHOC TAB GAROTO BRANCO BISCOITO 80G,chocolate
CR.PENTEAR SEDA 300ML BABOSA OLEOS,creme para pentear
ERVAS FINAS BRETAS POTE 20G,tempero pronto
CONJUNTO DE TALHERES 30 PCS JAZZ,talher
DOCE DE LTE TRAD AVIACAO 400GR,outro doce
PATINHO SUINO SEARA RESERVA KG,carne suina
CAPELETTI ITALIANY CARNE 1kg,massa fresca
FRALDA PAMPERS PANTS CONF SEC G C36,fralda
DESOD DOVE MEN CARE INVISIBLE AE     89G,desodorante
SALGAD TORCIDA 70G CHURRASCO,aperitivo
CAFE PASSADO PEQUENO,cafe
VARAL CHAO C/ABAS LUGANO ACO BLACK,varal
PAO DE ALHO SWIFT 300G  BOLINHA,padaria e confeitaria industrializado
LOMBO SUINO SALGADO VACUO kg,carne suina
"LAVA ROUPAS BRILHANTE SC 1,6KG DEL TOT",lava roupas
DEO AERO DOVE SENSIT SENSIT 150ML,desodorante
MARG QUALY AERADA C/SAL 500g,margarina
ESPUMANTE FREIXENET 750ML BRUT CAVA CORDON NEGR,espumante
BATATA ROSA KG,batata
CUECA BOXER MICROFIB GOLD BE 505050 SORT,cueca
VODKA SMIRNOFF INFUS PASS FRT/JASM 998ml,vodca
CARVAO 3KG IVO  3KG,carvao
SMIRNOFF ICE 6X275ML,bebida mista
REFRESCO PO MARATA SABOR MANGA 30G,preparo para suco
CEREAL NESTLE SACHET 120G MOCA,cereal matinal
BISC BISTEX GLACE CHOC 300g,biscoito
IOG INT Z/LAC SABOReVIDA 150G,iogurte
BALAO FESTBALL LISO BRANCO C/50,balao de festa
BISC BAUDUCCO CEREALE COCO UVA 141G,biscoito
"SORVETE KIBON CREMOS 1,5LT CREME",sorvete
BEB MISTA SKOL BEATS MOSCOW MULE 269ML,bebida mista
SORV NOBRELLI DUO BAUNILHA MORAN PT 1 8L,sorvete
GELATINA OETKER TUTTI FRUTTI    CX   20G,gelatina
MAC INST CUP NOODLES CURRY 69G,macarrao
TORRONE DA COLONIA 90GR AMENDOIM,amendoim
ACUCAR MASCAVO MINAMEL          PE 500GR,acucar
CERV EISENBAHN PILSEN 600ML,cerveja
BOLO COCO SEVEN BOYS 250G,padaria e confeitaria industrializado
FILE MIGNON FORA DO VACUO BOV RESF,carne bovina
ALFACE ROXA HIDROP TODO VDE UN,alface
OVINHOS AMENDOIM ELMA CHIPS 255G,amendoim
HASTE FLEX MILI C/75,haste flexivel
APAR BARB BIC COMFORT3 L4P3 SENSIVEL,aparelho de barbear e depilatorio
METICORTEN 5MG C/20 COMPRIMIDOS SUPERA,outro farma
TIGELA VIDRO AMERICANO TAMPA 150ML NADIR,outro utensilio de cozinha
DESOD LEITE ROSAS 170ML,desodorante
IOG LIQ MACBAN ISIS BRANCO 480G,iogurte
SALAME ESPANHOL HACIENDAS 100G,salame
LENCO UMEDECIDO INTIMO TOPZ 16UN,lenco umedecido
BARRIGA SUIN C/P KG,carne suina
IOG BULGARO VIGOR VIV BLUEBE E BAUN 130G,iogurte
PRINGLES SAL E VINAGRE 158G,aperitivo
ESPONJA SINTETICA YPE L4P3,esponja
FILE DE PESCADA COSTA SUL 500G,peixe
CIG FRESHDOUBLE ICEBOX,cigarro
"DESOD R REXONA 50ML, XTRACOOL, .",desodorante
QA PAO DE COCO QUALITA 400G,padaria e confeitaria industrializado
FARINHA MAND CANAA BRANCA 1Kg,farinha de mandioca
QJ MINAS FRESCAL ATIL,queijo
CHA MATTE LEAO PESSEGO 1.5L,cha pronto
BROCOLIS UNIDADE UNIDADE,brocolis
TOALHAS UMED C120,lenco umedecido
CR DENT CLOSE UP EUC FREEZE PRETO 90g,creme dental
LING CUIABAN 500G 500G,linguica
BRASILEIRA 150G VERDUREIRA,mix de folhas
COMPOSTO LACTEO NESTONUTRI 15  OF 800 GR,formula lactea
TULIPA VARIADA P12,plantas e sementes
COOKIES LEMON e WHITE CHOCO 200GR,biscoito
CX PAPELAO JASMIM S/LOGO PEQ./A AV   1UN,insumo
BALA GEL MINHOCA BRILHO FINI 100G,bala
TORRADA BAUDUCCO TRADICIONAL 142g,torrada
CHA GENGIBRE DR OETKER LIMAO 10 SACHES,cha por infusao
SUCO VEGGIES BETERRABA NAT ONE 900,suco pronto
GELAT PO KININO S/SABOR 12G,gelatina
MIST BOLO DR OETKER 480G BROWN,preparo para bolo
HORTELA P11 UN,hortela
COADOR CAFE ALGODAO CAIPIRA,coador
BISC NESFIT 140G DELICE CACAU AVELA,biscoito
BISC SALG QJO PIRAQUE 100G,biscoito
BISC POLV BARBIERI 150GPC PALITO,biscoito
BATATA OND.YOKITOS CEBOLA/SALSA PE  90GR,aperitivo
BISC AYMORE MAIZENA 200g,biscoito
MISTURA PARA BOLO CHOCOM FLEISCHMANN390G,preparo para bolo
MUFFINS SN 80G BAUNILHA GOTAS,padaria e confeitaria fresca
LAVA ROUPAS LIQ VIDA MACIA 500ML,lava roupas
LAMBRUSCO SABBIONELLO BIANCO 750ML,vinho importado
CREME DENTAL ORAL B 3D WHITE 70G L3/P2,creme dental
"REFRIG PEPSI 1,5L PET BLACK",refrigerante
COMP LACTEO NINHO 380G ZERO LACTOSE ZERO LACTOSE,formula lactea
"TQ CHA TAEQ HIB ROSA SILV C15 22,5G",cha por infusao
VINHO CHI RAVANAL 750ML  CABERNET,vinho importado
COSTELA PA MINGA INTEIRA CRFO KG,carne bovina
MEIO DA ASA SEARA IQF CONG PCT 1KG,carne de ave
AMENDOIM PETTIZ CROC PC 500G PIMENTA VERM,amendoim
FILE DE PEITO LAR IQF PCT 1KG,carne de ave
PASTILHAS MENTOS BREATH PEPPER 35G,bala
APRESUNTADO PERDIGAO 200G FATIADO VACUO,apresuntado
LING FGO BOM TODO TOP GRILL APIMENT 600G,linguica
AGUA TONICA SCHWEPPES S/ACUCAR LT 350ml,agua tonica
"SUCO IMBIARA CONC 980ML, GOIABA",suco pronto
MORTADELA SEARA DEF GOURM FAT 180G,mortadela
G NIMESULIDA 100MG C 12 COMP VITAMEDIC,outro farma
LAVA ROUPAS PO SURF COCO        PE 1.6KG,lava roupas
AZEITE OLIVA VILA REAL EV PET 250ML,azeite de oliva
IOG BATAVO GREGO FLOCOS 450g,iogurte
"BISC VOVO CLARA 150g, PAPA OVO",biscoito
"SORVETE NOBRELLI DUO 1.3l, NATA/CHOC",sorvete
SUCO MISTO UVA MACA NATURAL ONE 1.5L,suco pronto
AGUA MINERAL SAO LOURENCO C/GAS 510ML,agua
"SUCO YULO CITRUS 1,5L",suco pronto
CAMARAO DELLMARE CONG DESC 65/90 200G,fruto do mar
CHOCO LAKA OREO  20G,chocolate
MIX FRUTAS SECAS QUINTA SEMENTE 200G,fruta seca
REFRIG COCA COLA SA MARSHMELLOS 310ML,refrigerante
MASSA NISSIN LAMEN PICAN.TRADIC.PE  85GR,macarrao
MARACUJA UN DOCE,padaria e confeitaria fresca
TORTILLA FRONTERA TEX MEX QUEJ 125G,aperitivo
SH SEDA CACHOS DEFIN CACHOS 325ML,shampoo
ACHOCOLATADO PO CORACOES CHOCOLATO 560g,achocolatado
PV LARANJA PERA 3KG,laranja
CAQUI RAMA FORTE 500G-BJ,caqui
CIG MARLBORO MC BOX GOLD,cigarro
GARRAFA PLASUTIL CILINDRICA MINNIE 280ML,recipientes
PIZZA MAIS Q DELICIA SABORES 650G,pizza congelada
LAVA ROUPA CONC ARIEL LIQ 2L SUAVE/GENTI,lava roupas
IOG LIQ VIGOR VIV 250G PROTEIN MORANGO,iogurte
FARINHA MANDIOCA COLIBRI 1kg,farinha de mandioca
ESC DENT DENTALCLEAN MAGIC L3P2 MC,escova de dentes
SALG DORITOS COOL RANCH          PCT 84G,aperitivo
CANJIQUINHA VITAMILHO 200G,canjica
MOSTARDA HEMMER AMARELA             700G,mostarda
NECTAR DAFRUTA TP-1L MANGA,suco pronto
SAB PALM NAT COCO E ALGODAO 150G,sabonete
ALIM CAES SHOW DOG FILHOTES 1KG,alimento pet
BATATA OND.PRINGLES ORIGINAL    LT  41GR,aperitivo
REFR PEPSI COLA  1L,refrigerante
SUCO NECTAR MARATA ACEROLA TP 1L,suco pronto
SAB PROTEX LIMP PROF ORIG 85G L6PM,sabonete
AG TONICA ANTARTICA ZERO 12X350ML,agua tonica
CHA MATE REAL 250G,cha por infusao
AMACIANTE CONC DEOLINE 1L  DELICADEZA,amaciante
MOLHO TOMATE TARANTELLA ERVA FIN SC 300G,molho de tomate
QA AMIDO DE MILHO QUALITA 500G,amido de milho
COXINHA BATATA TREVISAN 400G FGO C/CATUP,outro congelado
ALFACE CHEIRO VERDE 200GR AMERICANO ORGANICO,alface
COXINHA JD UN,padaria e confeitaria fresca
CHA ABACAXI HORTELA BARAO 13g,cha por infusao
SALGAD EBICEN CEBOLA 30g,aperitivo
ALV CLOR LYSOFORM GE LARANJ 500ML,alvejante
BALA HARIBO GELAT URSINHOS OURO 80g,bala
PAPEL HIG NEVE SUP FT 20M C/4 NEUTRO,papel higienico
POMODORI CUBE ITA LA PASTINA 400g,vegetal em conserva
ABS COTTONBABY LADY C/8 C/ABAS NOT UM/UM,absorvente
CAFE 3 CORACOES RITUAIS CERRADO MIN 250G,cafe
MAC C OVOS ADRIA ESPIRAL 500G,macarrao
"BISC VITAR SEQUILHO 89G, COCO",biscoito
IND MUCARELA PRESIDENT KG PED,queijo
"BATATA PRINGLES PQ, 41G ORIGINAL",aperitivo
LASANHA SADIA 1KG FAMILIAR A BOLONHESA,lasanha congelada
FARINHA MAND SAO MIGUEL AMARELA 1Kg,farinha de mandioca
PAO FOR TRAD S GL S LACT SC 200GR,padaria e confeitaria industrializado
FLOCAO MILHO N/TRANSG DONA CLARA 500G,farinha de milho
BEB LACTEA VIGOR ZER DOCE LEI PROT 250ML,bebida lactea
"SOPAO MAGGI 200G, CNE/MAC/LEG, .",preparo para sopa
LEITE FERM BOB ESPONJA UVA C/6 480G,leite fermentado
GOMA MASCAR TRIDENT C/14 TUTTI FRUT,goma de mascar
BARRA CER AGTAL COCO AMENDOAS 30G,barra alimentar
ALG ROLO APOLO HIDROF 25G-CX,algodao
SH 200ML COND 170ML HEAD SHOULDERS DETOX,kit para cabelos
FRALDA INFANTIL NATURAL BABY G,fralda
KERO COCO AG COCO . 200ML,agua de coco
CONTRA FILE MATURATTA PESO,carne bovina
CARNE MOIDA PATINHO SWIFT 500G,carne bovina
CAMISETA ESTAMPADA MASCULINA HERING,camiseta
ALFACE CRESPA UNID UN,alface
BALA MENTOS STICK RAINBOW 37.5G,bala
LIMPA PISOS UAU 750ML  LAMINADO,produto de limpeza de piso
PANIF PANUTTI PAO FRANCES 6HRS KG,padaria e confeitaria fresca
BISC WAFER RECH HANUTA 22G AVELA/CACAU,biscoito
MASSA PASTEL FRESC ITALIMASSA1KG RL,massa fresca
MAC INST RENATA 85G EXPRESS GALINHA SUAV,macarrao
BISC FORTALEZA MARIA LEITE 400g,biscoito
AMENDOIM AGTAL SALG S PELE 50G,amendoim
CACHORRINHO PADRE RESFRIADO KG,padaria e confeitaria fresca
BATATA LAYS 80G SOUR CREAM,aperitivo
LIMP M USO VEJA SQUEEZE BX14 SQUEEZE COZ,multiuso
MOL T H DOG PREDILEC  340G,molho de tomate
BEB LACTEA MATILAT 1L MILHO VERDE,bebida lactea
MOLHO KITANO PIMENTA 150ml,molho de pimenta
C P BELLA FLORE LP VERDE 1L,multiuso
"SUCO CAMPO LARGO UVA 1,5L",suco pronto
PIZZA PROVOLONE 450g,prato pronto
CAFE SOLUVEL MELITTA TRAD VD 200G,cafe
SABONETE BAR PALMOLI MELANCIA/LICHIA,sabonete
LOMBO SUINO PAMPLONA TEMP.      AV    KG,carne suina
ARROZ L FINO PRATO RICO 5KG-PC,arroz
COCO SECO POLPA CUBOS CP 180G,coco seco
DESENG VEJA LARANJA LARANJ 400ML,desengordurante
MAIONESE HEMMER 670G,maionese
SAB INT TOPZ SUAVE ROSA 400ML,sabonete
FRANGO APASSARINHO NAT IQF      PE   1KG,carne de ave
POLPA SERIDO FRUT GRAVIOLA PC 400G,polpa de fruta congelada
BISC CHOC COLIAN CRUNCHY COCONUT 140G,biscoito
LEITE UHT DESN CARREFOUR C TAMPA 1L,leite
FLOR BEGONIA P15 UN,plantas e sementes
FARIN AVEIA CBS 200g,aveia e seus derivados
LIMPADOR PERF CRF ESSENTIAL AZUL 50,multiuso
FANDANGOS PRESU 52G,aperitivo
CREME AVELA NUTELLA             PT 350GR,creme de avela
"BISC MARILAN TEENS RECH 30G, BAUNY",biscoito
CHA BOLDO DR OETKER 15g,cha por infusao
FAQUEIRO VERM POTE CRFH 16PCS HO215072,talher
SALSICHA AURORA KG,salsicha
PIMENTAO AMARELO REI 150G,pimentao
ESFIHA CALABRESA KG,prato pronto
FLOR KALANCHOE DOBRADO CUIA 21,plantas e sementes
SABON FLOR DE YPE 85G VEG CACAU BAUNILHA,sabonete
EKAUT PREMIO AMBAR 500ML,cerveja
BOLO CONF BRIGADEIRO 500G,padaria e confeitaria industrializado
REFRESCO TANG MORANGO 18G,preparo para suco
AGUA M BONAFONT C/GAS 1360ML,agua
VHO TTO CHI FRONTERA CAB SAU 750ML,vinho importado
DOCE FRUTA FORNO VELHO COL PT 400G UVA,outro doce
TALENTO TAB CHOC AMENDOA PAS 85G,chocolate
PAO HAMBURGUER 400G,padaria e confeitaria fresca
PAO BLUPAO AIPIM 500G,padaria e confeitaria industrializado
BEB LACTEA VIGOR VIV PROT CHOC 250ML,bebida lactea
CHA CAMPO LARGO 900ML VERDE HIBISCO,cha pronto
PAPEL HIG FT CARREFOUR 20M 4UN,papel higienico
LING CALAB/BOV DEF TONY KG,linguica
"BEB CHUVA PRATA GF 660ML, BC, .",espumante
SAB LIQ DOVE BABY HORA DE DOMIR REF. 180,sabonete infantil
MASS PIZZA MEZZANI 270G FRIGID,massa fresca
SALSA H.BIAGIO MC,salsa
PAO RAP10 297GR INTEG TIPO TORTILHA,padaria e confeitaria industrializado
SHA PALMOLIVE NAT DETOX 350ML,shampoo
SUCO LARANJA VERDADE NATURAL ONE 900ML,suco pronto
LING TOSCANA PERDIGAO NABRASA KG,linguica
ESSENCIA FLEISCHMANN 30ML-FR BAUN,essencia alimentar
SUCO SUVALAN MACA/PES. S/ACUCAR TP 200ML,suco pronto
SABT FRANCIS CLASSICO ROSA 90g,sabonete
LTE IN MOCOCA 1L,leite
DESOD AER AXE 96G BLACK,desodorante
IOG MORANGO DANONE 900G,iogurte
COLORAU GRAZIELA                PE 450GR,colorifico
BEB VEG POSSIBLE 1L CASTANHA CAJUCHOC,outra bebida vegetal
CARAMBOLA CRFO KG,outra fruta
VENTILADOR ARNO MESA VF42 40CM PT 220V,ventilador
BEB C/SUCO VIGOR VIG 200ML LARANJA,suco pronto
ALIM GATO WHISKAS 85G SACHE FILHOTE CARNE,alimento pet
G CETOCONAZOL SHAMPOO 100ML EMS,outro farma
BEB LACT VIGOR PROT CHOCOLATE 250ML,bebida lactea
BISC ESTRELA MARIA MINI 350g,biscoito
G ACEBROFILINA 10MG XPE 120ML AD EMS,outro farma
BISC TRUFA BAUN CASS  140G,biscoito
VH ITA TTO SUAVE VALD EMIL 750ML,vinho importado
"LTE FERM ACTIVIA SHOT 100G, FRAMB/HIB, .",leite fermentado
ROSCA POLVILHO VO VILZA 60G VEGANO MULTIGRAOS,padaria e confeitaria industrializado
COLOMBA VISCONTI CHOC TRUFA 450G,panificacao pascoa
"TEMP PO SAZON 60G, VERMELHO",tempero pronto
LIMP MR MUSCULO COZINHA SQZ 20  500ML,multiuso
LIMP VEJA OXI ANTIBAC BANH?500ML,multiuso
GOIABADA TAMBAU CASCAO 300G,goiabada
CHIN FEM HAV SLIM GLOSS PTO 37 38,chinelo
MORANGO C/LEITE CONDENSADO 200G FLV,morango
"PAO ALHO PAO NOSSO 400g, TRADICIONAL",padaria e confeitaria industrializado
LEITE COND Z/LAC PIRACANJUBA 395G,leite condensado
ANTHELIOS DERMO PEDIAT FPS 60 120ML,protetor solar
ACAI FROOTY ORIGINAL 700ML,acai
SUCO COPO ALIANCA 300ML RESTAURANTE,suco pronto
BOMBA D AGUA,_RARE_
MOLHO SALADA HELLMANNS ROSE 210ML,molho para salada
CHOC KINDER JOY UN 20G,chocolate
CR LTE ZERO LACTOSE ITALAC TP 200G,creme de leite
DESINF PINHO BRIL FR L500P450ML LAVANDA,desinfetante
FAROFA YOKI 800G MANDIOCA TRAD,farofa pronta
IOG LIQ CORPUS 0 GORDURA MORANGO 170G,iogurte
GELATINA FRAMBOESA COOP 30G,gelatina
VINHO TINTO SUAVE ARROIO 1L,vinho nacional
POLPA STER BOM PC 400G ABACAXI,polpa de fruta congelada
CEREAL NESTLE CRUNCH             CX 330G,cereal matinal
ALFACE CRESPA ORGANICA UN,alface
"AGUA TON ANTARTIC 350ML, DIET, .",agua tonica
INSETICIDA AERO SBP ULTRA BASE AG 360ML,inseticida
OVO PASC LACT FAVOR 560G,ovo de pascoa
BATATA PALHA VISCONTI 140G  NATURAL,vegetal em palha
GARRAFA PLASVALE P/AGUA SORTIDA 1.6L,recipientes
AGUA COCO DEL VALLE TP 200ML,agua de coco
AGUA SANIT TRIEX 2L BCA,agua sanitaria
TOALHA PIQUITUCHO UMED C/60UN,lenco umedecido
MACO GYPSOPHILA,plantas e sementes
EGIDE 25MG C/60 COMPRIMIDOS PSICO LIBBS,outro farma
LING PERDIGAO CHURR RESF,linguica
POTE VIDRO C TAMPA VAP NADIR 300ML,recipientes
"BOLO CASA SUICA 250G CAF MANHA, MESCLADO",padaria e confeitaria industrializado
CAPA FILE BOV FRIBOI CONG KG,carne bovina
APAR DEPILAT VENUS C 2 SIMPLY,aparelho de barbear e depilatorio
VINHO CORDERO PIEL DE LOBO 750ML MALBEC,vinho importado
AGUA MINERAL ARMAZEM DESCARTAV. BB  10LT,agua
MORANGO NOSSA FRUTA CONG CX 400G,morango
CAFE SOLUVEL NESCAFE 50G-SACHE. TRADICAO,cafe
MOLHO ALHO CEPERA 150ML,outro molho
DETERGENTE PO BEM-TE-VI 50 PERF FLOR,lava roupas
LENTILHA PEREIRA 500G,lentilha
REFR EM PO FRESH GUARANA 10G,preparo para suco
SALSA DESID COOP 10G,outro condimento
M T SALSARETTI SACHE TRADIC 340G,molho de tomate
OVINHO MONTEVERGINE ONIBUS LONDON 110G,ovo de pascoa
GOMA MASCA TRIDENT MENTA 8G,goma de mascar
CAMISETA MC DDP FOX MSC P2 MMOI22 SP,camiseta
BISC SOU SWEET JASMINE CX 9 MARACUJA,biscoito
"AGUA SERRAS DE CUNHA 1,5L S/ GAS PET",agua
CR D COLG SENS PRO ALIVIO GENG REFOR 90G,creme dental
V CAS DIABLO RSV PRI RED 750ML,vinho importado
REQUEIJAO REGATAS CREM POTE 180G,requeijao
BEBIDA BASE SOJA ADES ORIGINAL 1L,bebida de soja
BALA DORI DELIKET 100g,bala
"BALA BUBBALOO 82,5G BLUEBERRY/LARAN",bala
GRAO DE BICO CARREFOUR 500G,grao de bico
SHAMPOO SEDA 325ML BOMBA NUTRICAO,shampoo
DESINF CARREFOUR LAVANDA 1L,desinfetante
AZEITONA PRETA UNIAGRO SACHE    SH  100G,azeitona
QUEIJO RALADO PARMESAO PRESIDENT 100G,queijo
CHOC TRENTO PECCIN 26G ESPECIALE AO LEITE,chocolate
CHOC TAB GAROTO OPERETA BRANCO 80G,chocolate
BLUSA MC UZ3 P1 MIL FMOI22,blusa
CEBOLINHA DEVILE HIDROP UN,cebolinha
BEB LACTEA JAMAVA C POLPA 110G  FRUTAS,bebida lactea
SHA ANTI PULGAS SANOL 500ML,shampoo pet
CERV BOHEMIA LATAO 473ML,cerveja
FARINHA MAND TIA LU BRANCA 1Kg,farinha de mandioca
CHOC LACTA LAKA 90g,chocolate
TOALHA UMED COTTONBABY PREM C.PELE C/50,lenco umedecido
REF COCA COLA VIDRO 6X250ML,refrigerante
CONDIM ANCHIETA COLORIFICO 150G,colorifico
BISC SOL SALT PLUS INTEGRAL 360G,biscoito
SAPONACEO RADIUM CREM LIMAO 450ml,saponaceo
RASPA BROWNIE JAMES 165g,padaria e confeitaria industrializado
"DESINF BIG SOFT 2L, EUCALIPTO",desinfetante
ALIM P CAES BISCROK 500G  AD RACA PQ,alimento pet
SALAME ITAL SADIA KG- MINI SSM,salame
BANANA ORGANICA PACOVAN KG,banana
TORRADA HILLS 130G  C/SAL,torrada
LAVA ROUPA LIQ R FINAS DEL COCO OMO 900M,lava roupas
AMEND DOCE CARAPINA MARROM 200G,amendoim
MOLHO TOMATE CEPERA M.D ORO TRAD 340G,molho de tomate
BL PIRAC WHEY ZL BANANA 12X250ML,biscoito
ABS INTIM ULT C ABAS SUAVE 14UND,absorvente
IND BOLO 400G LIMAO,padaria e confeitaria fresca
DESODORIZ SANIT PATO PAST ADESIV FRES 3UN,pedra sanitaria
PAO HAMB HOMEBAKE CROC 260G,padaria e confeitaria industrializado
WAFER ISABELA CHOCKS REC COB CHO BC 100G,biscoito
SALG TRIGO ROMANHA GALETO 50G,petisco e salgadinho congelado
"BISC WAFER NESTLE 110G, SENS MORANGO",biscoito
